nfilter,t1,t2,t3,t4,t5
47,2.435,2.615,0.47,0.25,0.08
19,0.491,1.182,0.251,0.25,0.942
409,16.602,20.639,2.916,1.713,16.141
2634,131.924,125.732,24.197,9.198,30.439
2160,116.665,98.48,20.089,7.304,15.881
1467,80.796,66.037,13.636,5.581,4.579
452,23.946,21.412,3.236,1.813,0.731
14,0.842,0.671,0.21,0.13,0.13
10,0.421,0.491,0.17,0.13,0.04
19,0.511,0.882,0.261,0.12,0.872
366,14.247,15.259,2.535,1.273,17.984
2579,124.079,101.665,22.353,5.47,26.261
1762,98.871,70.687,15.239,3.296,10.83
669,41.991,26.601,5.01,1.563,1.954
130,7.936,5.38,0.972,0.361,0.15
22,0.491,1.273,0.24,0.13,0.941
343,14.969,17.745,2.374,1.113,17.875
995,66.899,50.487,8.066,2.394,14.118
481,37.642,23.896,3.346,1.213,1.873
94,5.881,4.509,0.752,0.681,0.12
23,0.581,0.951,0.281,0.12,1.062
549,21.301,23.064,3.917,1.333,22.453
2591,129.24,101.075,23.746,6.122,23.685
1768,102.047,72.229,16.612,4.669,12.845
1101,61.218,46.149,10.119,3.036,6.433
591,33.013,24.797,4.409,1.423,1.974
142,8.216,6.513,1.062,0.431,0.17
12,0.301,0.671,0.151,0.051,0.561
245,9.668,12.514,1.763,0.622,10.901
1927,102.548,92.709,17.955,4.809,20.389
1424,80.805,67.329,13.315,3.397,6.983
575,31.751,27.273,4.318,1.473,1.413
125,5.481,5.912,0.971,0.32,0.231
16,0.621,0.742,0.211,0.04,0.04
22,0.501,1.182,0.271,0.15,1.062
409,16.723,17.704,2.855,1.843,20.8
1665,92.208,71.668,15.5,4.619,12.905
700,43.063,30.949,5.601,2.024,1.253
62,3.146,2.775,0.57,0.271,0.1
27,0.632,1.253,0.291,0.16,1.302
582,23.435,27.663,4.379,2.304,19.607
2734,135.421,128.037,24.958,8.326,30.699
2135,116.885,100.403,19.868,7.083,12.875
1213,67.811,58.393,11.272,4.108,3.156
285,14.638,14.357,1.994,0.872,0.391
2,0.371,0.18,0.151,0.04,0.03
26,2.755,1.162,0.29,0.16,1.182
532,27.713,22.994,3.928,2.214,22.503
2099,128.006,90.765,19.538,5.541,17.924
958,67.691,41.671,8.426,3.006,2.465
145,10.189,6.763,1.112,0.511,0.17
22,0.481,1.263,0.26,0.14,1.042
403,16.692,20.279,2.836,1.102,20.79
1892,104.04,92.648,17.574,4.028,24.397
1168,73.932,60.066,10.95,3.286,9.328
553,37.042,27.774,4.258,1.683,1.443
62,3.607,3.216,0.531,0.301,0.1
29,0.821,1.533,0.301,0.14,1.283
618,25.739,26.421,4.909,2.285,22.674
2002,106.505,81.687,18.656,5.07,18.095
1051,63.132,43.534,9.699,3.216,3.106
246,14.127,11.352,1.743,0.781,0.461
17,0.872,0.771,0.25,0.14,0.04
20,0.47,0.831,0.201,0.05,0.932
425,16.682,17.875,2.966,0.732,18.686
1684,92.449,65.466,22.273,2.394,17.073
648,44.727,25.79,5.039,1.172,2.154
92,5.33,3.566,0.731,0.17,0.22
10,0.501,0.561,0.17,0.05,0.04
21,0.481,1.082,0.241,0.13,0.992
309,13.807,14.658,2.204,1.382,18.316
1339,81.677,62.781,12.624,4.669,15.711
595,39.957,29.036,4.519,1.954,3.076
207,12.044,10.81,1.503,0.662,0.481
20,1.132,1.213,0.22,0.131,0.05
18,0.411,1.082,0.261,0.12,0.872
283,11.552,11.823,2.044,0.792,13.686
1132,73.041,45.468,10.35,2.275,11.422
270,23.986,10.791,1.903,0.612,0.711
18,1.443,0.801,0.241,0.13,0.04
25,0.521,1.002,0.271,0.05,1.152
507,20.88,19.878,3.747,0.982,19.097
1677,94.031,65.968,15.56,3.316,17.143
808,49.345,33.415,6.793,2.064,3.006
277,14.238,12.334,1.963,1.222,0.301
25,0.531,1.122,0.27,0.12,1.082
489,20.269,19.618,3.627,1.082,23.445
1678,92.619,66.969,15.84,3.356,16.943
853,52.15,34.196,7.364,1.813,3.977
200,12.604,8.667,1.423,0.35,0.831
34,1.924,1.453,0.35,0.22,0.191
6,0.33,0.301,0.14,0.111,0.04
22,0.721,0.962,0.24,0.06,1.031
479,19.297,20.83,3.527,0.862,26.681
2668,127.987,117.527,24.307,4.618,37.221
2157,113.449,98.73,19.899,4.689,17.854
1724,90.133,81.928,16.251,4.669,8.557
935,48.283,45.928,8.116,2.555,2.715
271,12.224,13.977,1.984,0.761,0.4
23,0.691,1.573,0.321,0.17,0.05
22,0.552,0.781,0.221,0.05,1.172
325,14.087,12.835,2.254,0.521,15.51
1105,72.349,42.442,10.079,1.784,9.248
308,22.884,12.374,2.114,0.552,0.341
23,0.572,0.992,0.25,0.231,1.072
482,19.036,21.461,3.527,1.824,18.926
2382,122.106,97.928,21.793,7.665,22.173
1480,83.632,61.799,14.027,5.08,7.254
567,30.86,25.319,4.389,1.943,1.483
116,8.165,5.49,0.872,0.431,0.32
20,0.832,0.912,0.2,0.17,0.05
29,0.691,1.243,0.291,0.06,1.293
586,24.186,23.395,4.519,1.232,25.209
1792,98.39,70.987,16.973,2.846,19.578
1001,63.403,40.839,8.877,1.944,4.749
261,17.364,11.222,1.814,0.471,0.541
22,1.323,1.002,0.27,0.11,0.05
22,0.521,1.223,0.23,0.13,1.022
474,18.465,27.302,3.506,2.014,20.169
2559,131.544,108.268,23.526,7.615,23.696
1893,104.572,78.382,17.513,6.281,9.409
880,49.205,37.543,7.424,2.625,3.096
267,13.456,13.997,1.893,0.962,0.571
59,2.124,2.495,0.511,0.29,0.09
21,1.984,0.902,0.261,0.05,1.012
335,22.544,15.039,2.345,0.701,15.37
975,97.077,38.665,8.476,1.634,10.199
193,24.708,8.576,1.433,0.351,0.691
17,1.393,1.062,0.221,0.131,0.05
32,0.952,1.453,0.3,0.15,1.403
710,29.537,33.134,5.661,1.954,28.284
2747,134.71,120.803,25.108,8.105,20.399
1876,96.375,84.613,17.554,6.402,6.773
832,41.991,37.753,7.034,2.975,2.205
187,8.877,9.428,1.403,0.621,0.321
10,0.501,0.541,0.161,0.131,0.05
20,0.49,1.412,0.201,0.14,0.932
400,15.86,19.948,2.876,1.332,20.931
1896,102.738,94.221,17.674,4.79,17.834
1348,75.274,66.669,12.654,3.597,5.34
574,28.955,27.984,4.368,1.643,1.864
198,9.499,9.448,1.433,0.621,0.521
34,1.413,1.894,0.341,0.16,0.06
17,0.411,0.671,0.25,0.12,0.872
305,14.819,12.344,2.154,0.671,13.246
1190,82.609,49.545,11.182,2.354,14.888
294,32.593,12.764,2.084,0.682,1.032
19,2.154,0.842,0.28,0.07,0.05
24,0.521,1.232,0.241,0.14,1.183
492,20.41,20.65,3.647,1.763,21.972
2179,112.738,88.731,20.229,5.742,22.734
1668,90.274,67.891,15.49,4.859,9.018
962,52.842,39.086,8.526,2.685,3.217
312,15.931,13.576,2.174,1.343,0.331
30,0.702,1.332,0.301,0.13,1.253
598,24.677,25.88,4.528,1.593,23.745
2165,111.144,88.711,19.879,5.601,23.545
1300,76.027,53.894,12.354,3.707,6.813
497,29.236,21.862,3.607,1.413,1.412
82,4.579,3.787,0.701,0.291,0.321
18,0.791,0.902,0.221,0.14,0.05
32,0.841,1.553,0.321,0.14,1.383
662,27.423,30.068,5.18,2.054,23.586
2014,114.08,89.453,18.726,5.421,17.313
1275,74.564,56.329,12.063,3.638,5.601
579,31.271,26.091,4.428,1.743,1.463
119,5.921,5.681,0.942,0.471,0.221
18,0.651,0.801,0.25,0.16,0.04
18,0.471,0.892,0.211,0.12,0.761
307,12.915,13.956,2.164,1.142,15.7
1656,92.759,67.64,15.62,4.709,19.567
919,57.05,39.266,7.995,2.254,3.818
287,16.842,12.614,2.004,0.571,0.461
31,1.393,1.433,0.321,0.14,0.15
14,0.511,0.642,0.18,0.13,0.04
18,0.481,1.253,0.26,0.05,0.851
369,14.117,17.614,2.685,1.112,15.69
2626,128.507,114.972,24.046,6.333,31.33
1620,94.773,69.454,15.029,3.457,12.203
737,46.55,33.374,5.952,1.793,1.944
95,6.293,4.098,0.761,0.501,0.23
5,0.321,0.28,0.161,0.05,0.11
16,0.411,0.772,0.191,0.11,0.05
15,0.36,0.661,0.22,0.05,0.702
352,13.165,14.968,2.946,0.591,17.434
2325,120.432,90.515,21.321,3.647,22.804
1349,79.543,53.954,12.775,2.576,6.843
507,28.194,21.02,3.758,1.242,0.832
38,2.084,1.823,0.361,0.07,0.07
30,0.792,1.503,0.301,0.151,1.302
673,26.751,33.836,5.37,2.335,18.716
2633,131.002,125.793,24.006,6.442,21.773
1811,97.097,85.044,17.013,4.419,5.22
586,29.477,26.351,4.539,1.543,1.864
194,8.987,9.228,1.383,0.3,0.701
85,3.537,4.158,0.701,0.161,0.31
32,1.213,1.643,0.291,0.14,0.06
19,0.491,0.882,0.261,0.131,0.952
368,14.798,16.192,2.565,1.212,19.317
2386,122.046,97.358,22.103,7.114,25.078
1409,78.612,58.734,13.436,4.779,5.15
414,23.015,17.904,2.926,1.744,1.073
71,3.216,3.216,0.601,0.37,0.201
12,0.411,0.641,0.17,0.131,0.05
31,0.791,1.333,0.32,0.071,1.422
669,27.874,29.056,5.571,1.293,35.779
2170,114.19,99.622,20.139,3.867,23.966
1380,80.475,65.486,18.104,2.675,7.384
609,34.397,30.208,4.399,1.432,1.332
86,4.259,4.027,0.681,0.21,0.111
30,0.601,1.483,0.331,0.151,1.372
571,23.716,24.046,4.088,1.693,25.79
1520,87.358,63.593,13.115,3.928,14.417
715,47.05,30.338,5.471,2.265,2.465
169,9.367,8.196,1.242,0.661,0.28
6,0.381,0.351,0.15,0.04,0.03
32,0.892,1.373,0.311,0.13,1.463
742,29.396,31.42,5.691,1.904,30.799
2775,134.991,115.352,25.249,6.703,36.4
2334,121.194,102.919,21.341,6.212,19.889
1777,95.434,82.77,16.441,5.371,7.775
837,44.456,39.657,6.953,2.615,3.186
384,18.435,19.267,2.655,1.263,0.801
61,2.574,2.685,0.561,0.261,0.08
25,0.521,1.172,0.271,0.14,1.132
498,19.938,21.351,3.596,1.563,17.904
2017,108.961,82.85,18.706,5.931,17.534
1105,66.879,46.179,10.07,3.767,4.398
369,21.392,16.532,2.605,1.593,0.621
37,1.653,1.643,0.371,0.15,0.06
32,0.792,1.613,0.281,0.16,1.453
741,30.258,32.703,6.051,2.905,20.991
2728,133.918,114.23,24.898,9.709,24.968
1719,91.987,73.351,16.522,6.042,7.084
765,39.506,34.035,6.403,2.845,1.754
179,8.336,7.835,1.342,0.722,0.36
22,0.952,0.982,0.251,0.18,0.05
23,0.491,1.423,0.251,0.15,0.972
516,21.582,21.321,3.898,1.573,21.611
2614,129.6,107.437,24.027,6.743,32.482
2368,122.677,97.348,21.762,6.663,16.632
1703,89.072,71.588,16.031,5.23,6.363
786,38.755,34.296,6.523,2.314,2.435
296,13.957,13.296,2.044,0.912,0.902
88,3.306,3.838,0.691,0.381,0.101
21,0.541,1.312,0.351,0.13,0.952
284,11.412,13.256,1.984,0.942,13.346
1285,82.198,59.495,11.892,3.867,16.622
617,44.797,26.672,4.678,1.773,4.248
245,21.831,10.831,1.753,0.882,0.942
51,2.625,2.235,0.471,0.23,0.08
22,0.581,1.132,0.261,0.13,1.062
480,18.396,21.622,3.376,1.122,19.066
2485,125.822,106.445,22.654,5.951,23.375
1504,84.783,67.159,14.398,3.967,5.971
517,28.044,23.746,3.897,1.654,0.812
40,1.764,1.813,0.361,0.241,0.06
23,0.581,0.962,0.29,0.13,1.072
454,18.355,19.878,3.337,1.423,20.52
2693,131.564,114.13,24.457,6.502,27.914
1889,102.478,79.905,17.715,4.659,8.947
778,42.312,34.296,6.573,2.635,1.283
81,3.958,3.807,0.692,0.33,0.111
26,0.612,1.252,0.351,0.13,1.283
501,21.342,22.163,3.727,1.633,22.363
2741,133.027,114.751,23.645,8.586,26.431
2301,117.046,95.896,19.849,7.084,16.152
1589,83.03,68.091,13.626,5.14,9.007
856,45.537,38.003,6.703,2.775,1.372
86,3.908,3.988,0.751,0.361,0.13
20,0.501,0.892,0.221,0.14,0.892
412,16.742,18.426,2.936,1.753,15.971
2228,119.35,91.917,20.56,7.635,24.076
1574,89.493,65.617,14.668,4.579,10.58
757,43.684,31.862,6.202,1.984,1.853
126,6.924,5.671,0.962,0.371,0.15
32,0.791,1.543,0.291,0.08,1.553
696,28.846,27.553,5.601,1.163,22.173
2302,116.124,87.368,21.292,3.748,19.197
1676,90.054,66.117,15.519,2.945,6.914
623,32.492,26.26,4.839,1.443,2.124
188,9.018,8.596,1.352,0.551,0.321
9,0.321,0.471,0.17,0.11,0.029
22,0.531,1.252,0.251,0.14,1.042
498,19.117,22.313,3.547,2.325,24.647
2697,132.446,120.081,24.578,10.049,25.038
1874,97.097,78.963,17.463,6.533,9.398
942,49.606,41.46,8.246,3.347,2.765
340,15.64,15.349,2.365,1.423,0.912
102,3.937,4.589,0.912,0.42,0.22
18,0.681,0.812,0.231,0.131,0.05
19,0.561,0.912,0.241,0.141,1.012
326,14.247,14.808,2.244,1.122,18.576
1412,86.617,60.767,13.486,5.019,14.579
418,31.47,19.036,2.916,1.804,1.403
40,2.995,1.984,0.341,0.231,0.17
11,0.431,0.581,0.231,0.16,0.04
23,0.531,1.002,0.281,0.33,1.073
499,20.009,21.001,3.597,2.024,21.201
2482,124.54,102.077,22.844,8.065,20.84
1800,94.973,76.718,16.803,5.971,6.453
685,35.338,30.699,5.4,2.395,1.533
127,5.27,6.082,0.972,0.491,0.531
48,1.673,2.295,0.461,0.26,0.181
18,0.621,0.872,0.22,0.131,0.041
17,0.441,0.761,0.241,0.121,0.851
305,12.995,12.785,2.114,0.751,17.334
2103,111.795,83.601,19.518,4.839,32.092
1288,80.105,50.217,12.194,2.585,11.572
548,36.591,22.093,4.007,0.912,1.203
39,2.885,1.474,0.431,0.081,0.07
31,0.561,1.623,0.311,0.15,1.463
626,26.581,27.192,4.769,2.395,26.962
2421,123.929,99.131,22.062,7.495,27.603
1519,89.091,64.053,14.457,4.609,12.274
761,47.452,32.954,6.232,2.004,2.525
218,12.193,9.739,1.563,0.942,0.461
14,0.691,0.651,0.2,0.16,0.041
25,0.53,1.133,0.28,0.131,1.132
505,20.77,21.251,3.677,1.633,21.531
1867,103.199,72.84,17.384,4.679,15.981
942,56.489,38.555,8.326,3.046,2.575
121,7.324,5.74,0.931,0.28,0.15
15,0.351,0.752,0.19,0.12,0.652
323,11.993,14.358,2.364,1.093,15.71
2704,133.658,113.559,24.797,9.047,29.887
2045,108.078,85.756,19.097,7.074,14.418
1275,70.946,54.715,11.813,4.118,2.785
221,18.045,9.839,1.593,0.782,0.44
16,0.592,1.142,0.191,0.131,0.04
24,0.531,1.123,0.241,0.13,1.123
483,18.717,21.031,3.527,1.604,18.035
1975,104.191,80.254,18.405,4.93,15.089
1113,60.276,46.489,10.29,3.637,3.607
312,14.988,13.927,2.194,1.232,0.782
78,3.326,3.617,0.701,0.341,0.19
11,0.451,0.501,0.211,0.12,0.04
23,0.491,1.292,0.291,0.121,1.112
467,18.816,20.97,3.417,1.573,22.693
2350,118.648,98.229,21.773,7.224,27.984
1641,91.085,67.67,15.41,4.359,8.927
674,38.324,28.094,5.331,1.884,1.873
180,8.987,7.765,1.313,0.492,0.371
17,0.822,0.802,0.25,0.131,0.05
12,0.3,0.521,0.141,0.14,0.571
257,9.308,11.813,1.824,1.302,12.024
1947,107.316,83.962,17.955,5.671,23.164
1114,68.302,50.136,10.25,3.387,4.969
446,24.567,20.239,3.115,1.653,1.583
156,7.344,7.554,1.102,0.501,0.171
31,0.701,1.273,0.361,0.121,1.403
696,28.846,30.239,5.711,1.402,25.429
2600,128.898,105.684,23.775,5.501,24.868
1818,94.573,75.796,16.853,4.208,9.358
933,47.041,40.218,8.196,2.304,2.846
329,16.051,15.38,2.285,0.671,0.611
76,2.786,3.918,0.682,0.26,0.091
23,0.521,1.032,0.291,0.111,1.022
291,12.765,11.933,2.044,0.621,13.626
865,60.066,34.767,7.324,1.302,10.22
260,24.227,11.091,1.803,0.39,1.021
15,2.035,0.711,0.2,0.031,0.061
25,0.571,1.162,0.261,0.13,1.223
538,21.08,23.797,3.967,1.573,21.853
2271,114.461,93.13,20.921,6.572,19.587
1261,74.925,53.293,11.623,3.707,5.901
315,21.391,14.618,2.195,0.751,0.471
7,0.521,0.46,0.191,0.04,0.04
27,0.532,1.112,0.28,0.131,1.212
536,25.429,22.674,3.988,1.543,19.538
2069,108.73,82.359,19.167,5.932,18.106
1276,75.996,52.591,11.873,4.048,4.449
366,20.099,16.111,2.545,1.132,1.112
88,4.318,3.707,0.702,0.32,0.121
19,0.551,0.812,0.25,0.15,0.952
374,15.26,17.344,2.715,1.423,16.923
2013,110.473,90.064,18.877,6.793,24.948
1528,89.082,67.33,14.398,5.43,10.912
1061,58.452,48.152,9.498,3.737,6.022
601,31.431,27.433,4.609,2.174,1.864
191,9.268,8.847,1.423,0.731,0.601
41,1.793,1.854,0.351,0.24,0.14
12,0.441,0.661,0.15,0.231,0.04
31,0.742,1.222,0.311,0.06,1.453
685,27.673,27.433,5.561,1.312,26.922
2447,119.54,100.033,22.423,3.838,19.347
1626,82.9,69.173,15.069,3.337,6.332
663,34.016,29.707,5.29,1.092,1.533
185,7.655,8.707,1.353,0.501,0.2
32,0.801,1.563,0.301,0.16,1.623
685,28.125,30.308,5.46,2.695,27.903
2519,124.469,105.053,22.934,8.176,22.253
1585,85.735,66.869,14.829,5.24,6.002
535,29.166,24.727,4.037,1.924,1.162
91,4.368,4.258,0.731,0.341,0.12
28,0.701,1.403,0.26,0.14,1.232
620,24.608,29.247,4.789,1.773,21.241
2935,140.221,132.907,27.042,6.823,30.088
1978,103.61,90.615,18.485,4.98,9.418
1040,53.233,48.894,9.839,2.315,3.616
411,18.666,19.658,2.915,0.952,1.563
168,7.624,9.207,1.213,0.531,0.31
10,0.53,0.611,0.17,0.05,0.041
32,0.992,1.974,0.331,0.15,1.423
727,30.038,38.214,6.503,2.444,20.91
3005,145.471,144.969,32.303,7.404,30.058
2633,133.107,125.413,22.925,5.711,15.901
1373,75.225,64.354,11.783,2.906,5.01
501,25.8,23.545,4.008,1.283,1.273
91,4.609,4.699,0.872,0.22,0.11
26,0.581,1.122,0.29,0.161,1.243
586,23.816,26.171,4.799,2.224,19.417
2792,133.548,121.515,25.639,8.006,26.39
2253,114.972,93.731,21.04,6.854,14.327
1349,73.441,57.881,12.865,4.108,5.05
486,26.01,21.983,3.947,1.933,1.002
74,3.347,3.547,0.711,0.401,0.241
17,0.621,0.782,0.27,0.131,0.051
18,0.431,1.082,0.251,0.17,0.842
420,14.989,18.946,3.327,1.853,16.361
2866,136.694,119.26,26.361,8.687,32.693
2061,108.82,84.113,19.157,5.961,14.178
1356,70.195,56.178,12.735,3.667,4.499
420,21.732,17.874,3.397,1.303,0.911
62,2.696,3.076,0.621,0.231,0.1
14,0.361,0.681,0.191,0.131,0.621
329,11.553,14.608,2.685,1.463,15.961
2853,137.365,120.281,26.11,8.246,29.256
1900,101.426,81.076,17.524,5.891,9.168
786,44.937,35.268,6.733,2.675,2.164
193,10.039,9.358,1.644,0.731,0.331
5,0.4,0.3,0.15,0.13,0.03
22,0.601,1.012,0.25,0.15,1.082
472,18.987,22.113,3.757,1.513,20.399
3030,143.878,132.696,27.814,7.915,31.421
2583,134.028,112.757,24.187,6.713,20.86
1589,86.075,71.177,14.818,4.248,4.608
448,22.333,20.53,3.597,1.483,0.771
56,2.345,2.715,0.541,0.251,0.08
26,0.621,1.223,0.631,0.06,1.071
536,22.403,25.98,4.369,1.102,22.183
2365,122.115,106.134,21.771,4.83,25.81
1905,103.9,86.166,17.834,4.389,9.809
885,46.059,42.071,7.856,2.554,1.744
184,8.707,9.178,1.523,0.491,0.28
12,0.551,0.631,0.181,0.111,0.04
23,0.641,1.242,0.281,0.05,1.032
473,18.846,23.755,42.693,1.112,19.848
2267,117.868,108.329,20.78,4.169,25.519
1586,88.17,75.616,14.829,3.156,6.422
522,29.688,25.229,4.108,1.012,1.102
90,4.138,3.978,0.812,0.2,0.181
12,0.49,0.941,0.17,0.05,0.04
31,0.651,1.323,0.361,0.131,1.452
745,29.857,31.26,6.352,2.184,20.409
2209,112.968,86.748,20.519,4.188,18.356
1075,63.883,44.085,9.779,2.205,5.42
371,22.965,15.61,2.986,0.691,0.851
54,2.816,2.585,0.561,0.231,0.081
19,0.532,0.831,0.271,0.14,0.872
397,15.71,18.255,3.156,1.763,20.831
2434,122.245,101.145,22.363,7.405,30.158
1545,88.23,66.127,14.338,4.288,7.655
650,35.729,28.636,5.48,1.934,1.884
154,7.725,7.274,1.283,0.39,0.291
18,0.641,0.832,0.261,0.131,0.04
31,0.802,1.442,0.361,0.06,1.383
641,26.722,28.235,5.44,1.363,18.766
2304,118.669,96.045,21.261,5.481,18.265
1510,84.613,65.557,14.027,4.058,4.398
440,22.473,19.418,3.517,1.372,0.681
19,1.162,0.931,0.331,0.411,0.05
25,0.611,1.022,0.31,0.06,1.152
570,22.864,22.474,4.719,1.202,20.7
2183,112.597,84.413,20.67,3.406,20.039
1315,75.676,53.002,12.373,2.865,5.962
498,27.954,20.78,3.948,1.272,0.771
46,1.844,2.154,0.491,0.171,0.07
21,0.461,0.952,0.281,0.05,0.972
448,17.594,20.39,3.567,1.392,14.428
2611,130.512,107.547,23.816,5.711,25.68
1597,87.579,65.206,14.858,3.587,7.846
663,36.25,27.824,5.561,1.633,1.322
65,3.657,2.765,0.661,0.521,0.18
8,0.351,0.401,0.14,0.11,0.04
23,0.671,0.962,0.3,0.16,1.072
503,19.538,22.253,4.058,1.703,23.946
2692,129.109,109.141,24.707,6.392,34.166
1869,101.095,74.063,17.664,4.018,9.057
761,41.18,31.842,6.502,2.054,2.455
216,11.102,9.829,1.754,0.531,0.401
35,1.242,1.824,0.401,0.141,0.06
20,0.43,0.891,0.221,0.12,0.922
414,15.73,18.486,3.307,1.262,16.081
2593,128.077,105.774,23.866,7.404,28.996
1887,101.816,78.602,17.644,5.871,13.216
952,53.243,42.251,8.566,3.236,2.395
181,9.017,8.316,1.543,0.792,0.29
18,0.672,0.801,0.241,0.13,0.171
15,0.561,0.811,0.201,0.16,0.04
24,0.662,1.403,0.26,0.151,1.243
530,20.5,26.371,4.218,1.443,17.323
2682,132.546,120.712,24.447,6.081,26.982
2086,111.354,90.965,19.458,4.879,10.541
1164,60.927,51.399,10.781,2.825,2.986
271,12.795,12.565,2.254,0.691,0.361
10,0.511,0.571,0.181,0.05,0.05
29,0.661,1.333,0.321,0.15,1.283
690,27.733,35.319,5.731,1.994,28.054
2642,129.379,128.628,24.217,8.286,29.467
1759,97.297,86.217,16.321,6.112,8.506
802,44.556,40.969,6.974,3.106,1.763
154,7.786,7.945,1.283,0.811,0.331
31,1.202,1.423,0.361,0.171,0.061
23,0.551,1.403,0.291,0.13,1.072
537,21.041,22.934,4.289,1.522,24.747
2404,121.143,97.778,22.173,6.122,23.135
1328,77.78,54.475,12.394,3.567,8.947
558,34.817,25.109,4.588,1.853,1.032
58,2.656,2.846,0.631,0.241,0.08
26,0.611,1.132,0.301,0.14,1.252
649,25.369,27.433,5.41,1.784,25.409
2399,120.713,95.324,22.173,6.101,20.599
1321,75.194,54.785,12.393,3.547,3.446
213,11.853,9.187,1.743,0.621,0.351
16,0.521,1.002,0.261,0.12,0.04
26,0.632,1.062,0.311,0.061,1.092
649,25.098,26.04,5.461,1.363,26.09
2539,139.138,100.294,23.335,6.462,25.579
1694,92.408,71.447,15.641,4.759,6.813
674,35.208,30.138,5.691,2.194,1.684
167,6.903,7.685,1.413,0.561,0.18
16,0.39,0.732,0.18,0.121,0.951
349,13.365,15.009,2.825,1.072,18.485
2512,124.891,100.574,22.915,6.192,28.094
1669,91.897,69.023,15.7,3.978,6.973
722,37.252,30.959,6.151,1.973,1.502
122,6.203,5.631,1.082,0.451,0.25
23,0.742,1.032,0.281,0.131,0.05
24,0.551,1.163,0.27,0.131,1.143
580,22.944,27.073,4.689,1.763,22.013
2667,129.339,109.771,24.498,6.923,23.776
1781,96.566,75.776,16.602,4.609,9.759
939,52.251,40.769,8.607,2.295,2.514
168,8.466,8.035,1.413,0.481,0.491
46,1.853,2.304,0.481,0.08,0.07
16,0.371,0.831,0.181,0.05,0.822
321,11.663,14.679,2.665,0.641,17.073
2497,121.354,104.161,22.934,5.25,23.466
2073,107.076,88.781,19.207,4.679,9.218
949,47.972,42.041,8.577,2.274,2.555
264,11.723,12.384,2.134,0.692,0.491
40,1.433,2.044,0.4,0.161,0.15
8,0.431,0.451,0.141,0.04,0.03
22,0.622,0.972,0.29,0.131,1.032
508,19.627,21.902,4.018,1.753,22.654
2334,121.875,95.794,20.139,6.373,24.547
1406,86.347,56.649,12.034,3.857,7.835
529,32.563,21.882,4.288,1.563,1.313
64,3.517,3.397,0.651,0.23,0.091
22,0.481,1.042,0.26,0.15,1.142
487,18.565,24.226,3.878,1.924,14.408
2957,138.858,139.769,25.769,7.644,30.539
2223,115.613,103.479,20.77,5.391,16.241
1386,84.263,63.433,13.045,3.176,4.809
457,23.776,21.661,3.728,0.972,1.323
139,6.293,6.612,1.203,0.421,0.351
36,1.263,1.493,0.381,0.07,0.14
24,0.742,1.403,0.25,0.131,0.05
27,0.631,1.242,0.311,0.14,1.283
500,23.014,21.762,4.048,2.424,19.568
2196,121.134,90.454,20.599,7.755,17.384
1201,71.097,51.158,11.513,4.64,4.139
439,21.842,20.43,3.526,1.512,1.031
80,3.166,4.208,0.742,0.371,0.16
15,0.571,0.802,0.21,0.14,0.04
20,0.521,1.082,0.241,0.05,0.992
409,15.57,17.835,3.276,1.272,19.708
2474,122.466,101.295,22.784,5.641,25.248
1682,90.795,68.202,15.83,3.958,10.29
1059,56.269,45.548,9.608,2.735,3.416
357,18.727,15.079,2.846,0.861,0.561
22,1.102,1.072,0.27,0.13,0.05
28,0.641,1.202,0.29,0.14,1.202
605,24.367,27.473,4.88,2.414,21.972
2265,123.578,94.001,20.91,7.375,18.415
1161,70.475,50.036,10.601,4.027,4.358
398,22.253,17.324,3.246,1.674,0.701
24,1.413,1.493,0.26,0.2,0.07
15,0.311,0.681,0.19,0.14,0.701
258,9.929,10.872,2.074,0.972,13.075
1375,80.615,55.868,12.804,3.197,18.896
469,39.005,19.778,3.687,1.263,2.174
62,5.661,2.705,0.641,0.541,0.19
8,0.4,0.401,0.131,0.111,0.03
24,0.532,1.182,0.251,0.051,1.052
442,18.876,23.165,3.547,1.222,15.811
1954,105.153,97.378,18.185,4.79,21.271
940,62.09,44.966,8.506,2.575,4.308
235,14.848,11.402,1.924,0.692,0.441
28,1.162,1.363,0.3,0.291,0.06
18,0.682,0.791,0.24,0.06,0.892
362,14.608,16.101,2.936,1.363,15.259
2330,119.421,95.094,21.521,6.533,19.137
1527,82.128,62.701,14.427,4.428,7.785
874,45.518,37.302,7.704,2.385,2.846
322,14.999,14.548,2.595,1.092,0.581
55,2.254,2.345,0.631,0.18,0.07
28,0.711,1.693,0.31,0.06,1.212
554,23.175,26.982,4.539,1.252,19.408
2236,112.316,105.373,20.58,5.981,22.513
1512,88.31,78.04,14.016,4.088,9.399
788,45.989,35.819,6.753,2.375,2.494
162,8.997,8.246,1.403,0.531,0.18
20,0.541,0.891,0.241,0.16,0.902
427,17.063,19.839,3.506,1.532,20.189
2234,115.232,99.142,20.68,6.453,20.089
1193,71.728,54.004,10.991,4.248,6.363
432,26.391,20.57,3.396,1.754,0.892
25,1.923,1.132,0.28,0.151,0.05
23,0.532,1.303,0.301,0.17,1.092
417,17.184,18.786,3.326,1.503,18.365
1577,92.819,66.458,14.969,5.901,17.163
597,44.135,26.802,4.899,2.595,2.525
76,6.663,3.777,0.701,0.341,0.18
9,0.4,0.441,0.16,0.13,0.05
23,0.591,0.952,0.281,0.18,1.112
